metal,production_route,year,region,application,energy_mix,transport_mode,transport_distance_km,gwp_kg_co2_per_kg,energy_mj_per_kg,global_recycling_rate_pct,recycled_content_pct,water_use_l_per_kg,so2_kg_per_kg,eol_recovery_pct,typical_lifespan_years,reuse_potential_score,unit_price_usd_per_kg,circularity_index,material_efficiency_score,end_of_life_scenario,carbon_intensity_category,transport_gwp_kg_co2_per_kg,route_type,life_cycle_stage,upstream_gwp_kg_co2,downstream_gwp_kg_co2,pathway_type,circular_flow_type,emission_reduction_vs_primary_pct,benchmark_gwp_for_metal,process_temperature_celsius,batch_size_tonnes,facility_age_years,waste_generated_kg_per_kg,co2_capture_used,acidification_potential,eutrophication_potential,human_toxicity_score,abiotic_depletion_score,data_completeness_score,recommended_action
Nickel,Secondary - Recycled,2014,Central Asia,Electroplating,Mixed Grid (EU),Sea Freight,2924.4,1.1879,16.594,62.06,44.72,107.01,0.0041,72.44,15.3,4,14.28,55.4,0.74,Closed Loop Recycling,Low,0.30532,Secondary,End-of-Life,0.8327,0.3552,Circular,Closed Loop,90.86,13.0,443,319.0,31,4.2536,No,0.00433,0.00611,2.3871,0.02332,0.61,Maintain current circular practices; explore renewable energy
Nickel,Primary - Laterite (HPAL),2021,Philippines,Electroplating,Hydro-dominated Grid,Pipeline,572.9,4.9581,115.431,60.31,7.58,510.81,0.0378,56.36,19.1,3,12.67,41.78,0.618,Incineration,Medium,0.14201,Primary,Use,2.8278,2.1303,Conventional,Linear,61.86,13.0,1241,283.3,36,3.837,No,0.03897,0.03259,1.5576,0.13133,0.64,Increase recycled content in feedstock
Chromium,Primary - Ferrochrome (South Africa),2022,South Africa,Surface Coating,Natural Gas Grid,Rail,1264.8,7.4196,133.316,34.62,9.97,188.35,0.013,29.64,21.9,2,12.3,24.5,0.609,Closed Loop Recycling,Medium,0.12838,Primary,Use,5.336,2.0836,Hybrid,Closed Loop,40.64,12.5,1369,298.6,24,8.3938,No,0.01252,0.04352,1.2664,0.0336,0.66,Increase recycled content in feedstock
Cobalt,Primary - DRC Mining (Byproduct),2021,Global Average,Superalloys,Nuclear Grid,Combined (Road+Sea),2471.8,1.6015,67.155,66.36,5.71,416.96,0.0161,66.59,13.7,2,47.29,45.85,0.886,Landfill,Low,0.34546,Primary,Manufacturing,1.2001,0.4014,Conventional,Linear,81.16,8.5,1217,109.0,18,2.5384,Yes,0.01375,0.0365,0.2666,0.07155,0.68,Increase recycled content in feedstock
Copper,Primary - Low Grade Ore,2019,India,Heat Exchangers,Mixed Grid (EU),Pipeline,318.1,2.4096,80.051,63.67,0.46,247.53,0.0058,72.64,45.3,4,7.54,47.17,0.669,Urban Mining,Medium,0.08707,Primary,Extraction,1.5169,0.8927,Conventional,Open Loop,24.7,3.2,418,281.8,10,7.7878,Partial,0.00585,0.00196,1.1459,0.06687,0.96,Increase recycled content in feedstock
Magnesium,Secondary - Wrought Recycling,2019,Peru,Aerospace,Hydro-dominated Grid,Rail,663.3,0.3066,22.428,43.52,26.8,124.22,0.0125,50.22,17.0,4,3.2,38.66,0.682,Urban Mining,Low,0.05303,Secondary,Manufacturing,0.1867,0.1199,Hybrid,Open Loop,97.81,14.0,697,373.6,35,4.929,Partial,0.01435,0.02016,1.4474,0.13996,0.71,Reduce material losses in processing
Tin,Primary - Hard Rock Mining,2019,Mexico,Solder,Natural Gas Grid,Sea Freight,4164.7,13.2414,231.903,68.23,6.84,317.43,0.0243,72.64,13.2,4,35.07,50.04,0.887,Landfill,High,0.53789,Primary,End-of-Life,9.472,3.7694,Conventional,Linear,17.24,16.0,1559,169.4,17,7.9799,No,0.026,0.03974,0.0444,0.0991,0.57,Increase recycled content in feedstock
Indium,Primary - Lead-Zinc Byproduct,2011,Middle East,Solar Cells (CIGS),Nuclear Grid,Sea Freight,5511.6,47.1524,3110.481,36.91,0.59,1301.11,0.3978,33.47,16.6,3,199.15,25.33,0.833,Closed Loop Recycling,High,1.59353,Primary,Use,27.8335,19.3189,Hybrid,Closed Loop,71.77,167,1035,103.4,29,1.218,No,0.47571,0.01347,0.3322,0.09334,0.85,Increase recycled content in feedstock
Steel,Blast Furnace - BOF (Coal),2012,Mexico,Machinery,Mixed Grid (India),Road,124.2,2.6369,20.298,82.99,8.63,26.13,0.0023,91.52,43.8,4,1.15,61.23,0.69,Open Loop Recycling,Medium,0.01943,Primary,End-of-Life,1.8042,0.8327,Conventional,Open Loop,-38.78,1.9,1017,133.0,22,6.7542,No,0.00188,0.02634,0.5034,0.1391,0.95,Optimise production process efficiency
Silver,Primary Mining (Lead-Zinc Byproduct),2019,Brazil,Medical,Mixed Grid (China),Combined (Road+Sea),3914.0,140.968,1303.894,66.78,1.99,1791.05,0.2773,69.66,37.5,4,811.89,47.67,0.663,Reuse,Very High,0.77402,Primary,Use,101.8785,39.0895,Hybrid,Closed Loop,-32.99,106,680,98.8,8,1.3439,No,0.29887,0.01804,0.3684,0.00917,0.98,Optimise production process efficiency
Lithium,Hard Rock Mining (Spodumene),2014,Chile,Medical Devices,Mixed Grid (Global Avg),Combined (Road+Sea),5474.5,17.6498,95.534,0.53,6.25,2439.92,0.0057,53.13,7.0,2,31.27,18.87,0.696,Urban Mining,High,1.43622,Primary,End-of-Life,11.0675,6.5823,Conventional,Open Loop,-120.62,8.0,643,230.8,24,0.597,No,0.00689,0.03069,1.5413,0.07827,0.56,Optimise production process efficiency
Steel,Electric Arc Furnace (EAF),2022,Middle East,Infrastructure,Hydro-dominated Grid,Rail,1517.5,0.6162,19.609,91.64,1.8,22.15,0.0022,87.33,68.6,4,0.72,61.63,0.931,Remanufacturing,Low,0.09917,Primary,Extraction,0.3397,0.2765,Hybrid,Closed Loop,67.57,1.9,1573,203.5,3,5.6104,Yes,0.0027,0.02084,1.349,0.11949,0.95,Increase recycled content in feedstock
Indium,Primary - Zinc Byproduct,2017,Central Asia,Semiconductors,Mixed Grid (Global Avg),Sea Freight,7150.3,172.5576,2154.105,40.93,0.29,1279.97,0.2116,35.28,18.2,3,167.55,27.22,0.678,Remanufacturing,Very High,0.95749,Primary,End-of-Life,104.8373,67.7203,Hybrid,Closed Loop,-3.33,167,705,442.3,15,1.0819,No,0.25487,0.01362,1.4465,0.06816,0.73,Increase recycled content in feedstock
Cobalt,Secondary - Superalloy Recycling,2021,Brazil,Magnets,Mixed Grid (Global Avg),Combined (Road+Sea),4618.0,4.0779,25.428,62.37,25.22,81.6,0.0032,68.18,18.9,4,28.2,50.33,0.735,Incineration,Medium,1.02258,Secondary,Processing,2.3413,1.7366,Hybrid,Linear,52.02,8.5,322,23.9,42,2.8755,No,0.00371,0.00912,0.0372,0.07242,0.58,Transition to closed-loop recycling pathway
Aluminium,Primary - Bauxite Mining (Low Grade),2015,India,Packaging,Mixed Grid (Global Avg),Air Freight,3281.0,10.2092,187.704,75.93,7.73,1214.11,0.0716,69.49,20.1,4,2.2,51.97,0.762,Incineration,High,0.65653,Primary,Use,6.4133,3.7959,Conventional,Linear,11.22,11.5,1521,171.6,42,0.7946,No,0.08545,0.03663,0.2202,0.04654,0.96,Increase recycled content in feedstock
Lead,Primary - Blast Furnace,2019,Indonesia,Ammunition,Nuclear Grid,Air Freight,4456.5,1.0185,24.059,98.9,5.36,88.21,0.0084,97.01,8.6,5,2.5,68.54,0.876,Incineration,Low,0.68172,Primary,Manufacturing,0.7205,0.298,Conventional,Linear,40.09,1.7,1434,323.4,5,2.6,Yes,0.01014,0.02214,0.9068,0.00715,0.56,Increase recycled content in feedstock
Gallium,Primary - Zinc Byproduct,2011,Philippines,LEDs,Mixed Grid (EU),Air Freight,1443.8,455.0107,7089.497,24.87,8.78,5659.91,1.1257,19.32,6.4,3,289.48,18.51,0.561,Landfill,Very High,0.32014,Primary,Processing,267.2251,187.7856,Conventional,Linear,14.15,530,1065,13.8,33,8.2484,Partial,1.05154,0.02136,2.3564,0.05795,0.89,Increase recycled content in feedstock
Magnesium,Secondary - Wrought Recycling,2017,Kazakhstan,Aerospace,Renewable Grid,Pipeline,888.1,0.4785,19.509,39.02,24.17,92.14,0.0075,48.59,14.7,2,2.81,34.57,0.637,Reuse,Low,0.1779,Secondary,Manufacturing,0.3573,0.1212,Circular,Closed Loop,96.58,14.0,804,278.0,39,5.2605,Partial,0.00744,0.00795,0.4186,0.14034,0.84,Reduce material losses in processing
Rare Earths,Primary - Monazite,2014,Kazakhstan,Wind Turbines,Renewable Grid,Pipeline,378.8,4.3988,451.667,2.43,1.25,8759.63,0.0456,14.29,16.2,1,115.39,6.14,0.713,Landfill,Medium,0.09672,Primary,Extraction,2.9091,1.4897,Conventional,Linear,85.34,30.0,492,235.5,27,0.9273,No,0.03976,0.02991,0.1451,0.04308,0.74,Increase recycled content in feedstock
Titanium,Secondary - Aerospace Scrap,2024,Kazakhstan,Aerospace,Mixed Grid (India),Air Freight,3058.2,6.8232,53.298,27.94,14.45,160.94,0.0071,25.01,22.8,2,13.21,21.67,0.952,Open Loop Recycling,Medium,0.25602,Secondary,Use,4.6742,2.149,Hybrid,Open Loop,80.51,35,383,180.3,30,2.3596,Partial,0.00909,0.02352,1.6439,0.09548,0.75,Maintain current circular practices; explore renewable energy
Zinc,Primary - Low Grade Ore,2010,Middle East,Die Casting,Mixed Grid (EU),Combined (Road+Sea),3891.4,3.5912,39.987,79.51,7.24,164.38,0.0077,82.44,16.0,4,3.49,57.01,0.853,Reuse,Medium,0.90482,Primary,Processing,2.3005,1.2907,Hybrid,Closed Loop,-15.85,3.1,683,492.7,3,2.8196,Partial,0.00916,0.04532,1.6212,0.14358,0.87,Increase recycled content in feedstock
Zinc,Primary - Imperial Smelting,2010,Mexico,Batteries,Renewable Grid,Rail,803.8,0.5159,52.925,84.58,1.32,232.73,0.0126,68.23,25.2,3,3.96,52.59,0.639,Reuse,Low,0.17531,Primary,Extraction,0.3126,0.2033,Hybrid,Closed Loop,83.36,3.1,600,242.0,41,5.4228,No,0.01336,0.01401,1.6041,0.05003,0.82,Increase recycled content in feedstock
Nickel,Secondary - Recycled,2016,DRC,Electroplating,Hydro-dominated Grid,Sea Freight,2875.1,1.2227,21.494,74.73,28.62,175.91,0.0024,61.13,24.4,2,12.72,51.72,0.618,Reuse,Low,0.78109,Secondary,Use,0.6928,0.5299,Circular,Closed Loop,90.59,13.0,521,189.7,35,6.6167,No,0.00198,0.01024,0.9492,0.14402,0.75,Reduce material losses in processing
Silver,Secondary - Electronics Recycling,2024,China,Solar Panels,Mixed Grid (China),Combined (Road+Sea),3690.0,20.0887,250.109,73.53,33.7,248.57,0.0866,69.2,18.5,4,893.59,56.24,0.716,Remanufacturing,High,0.66667,Secondary,End-of-Life,13.2592,6.8295,Circular,Closed Loop,81.05,106,774,83.0,20,0.4473,No,0.10737,0.03931,0.6323,0.04257,0.81,Maintain current circular practices; explore renewable energy
Gallium,Primary - Aluminium Byproduct,2017,South Africa,Lasers,Renewable Grid,Air Freight,2687.1,53.3425,7973.855,20.3,3.68,3445.36,0.927,16.51,7.7,2,341.65,14.29,0.79,Remanufacturing,High,0.39189,Primary,End-of-Life,33.5159,19.8266,Hybrid,Closed Loop,89.94,530,773,426.5,40,6.7876,No,1.18977,0.04171,1.9212,0.06193,0.82,Increase recycled content in feedstock
Manganese,Primary - Ore Smelting,2022,Central Asia,Fertilizers,Natural Gas Grid,Pipeline,859.1,1.1395,20.391,51.76,5.43,179.77,0.003,49.14,14.8,3,1.76,36.19,0.683,Landfill,Low,0.06788,Primary,Processing,0.8021,0.3374,Conventional,Linear,12.35,1.3,448,355.9,7,0.7536,No,0.00368,0.04764,2.2506,0.00296,0.64,Increase recycled content in feedstock
Titanium,Secondary - Aerospace Scrap,2011,China,Aerospace,Mixed Grid (EU),Rail,763.7,5.5706,73.515,30.03,14.66,136.71,0.0104,30.32,34.5,2,16.3,24.04,0.591,Reuse,Medium,0.03901,Secondary,Manufacturing,4.0822,1.4884,Circular,Closed Loop,84.08,35,629,91.8,5,4.416,No,0.01003,0.03739,1.8931,0.09947,0.92,Reduce material losses in processing
Copper,Primary - Oxide Ore (SX-EW),2012,Russia,Heat Exchangers,Mixed Grid (China),Pipeline,189.7,4.206,80.742,69.04,4.58,241.32,0.0032,68.84,27.9,3,9.41,47.98,0.934,Landfill,Medium,0.03499,Primary,End-of-Life,2.8771,1.3289,Conventional,Linear,-31.44,3.2,1457,473.3,14,7.5272,Partial,0.00359,0.0062,1.3876,0.12432,0.94,Optimise production process efficiency
Silver,Primary Mining (Lead-Zinc Byproduct),2012,Indonesia,Electronics,Natural Gas Grid,Rail,533.1,82.6907,1761.966,77.67,1.99,2312.87,0.5407,67.02,23.4,5,772.55,51.44,0.849,Remanufacturing,High,0.03145,Primary,Extraction,46.7024,35.9883,Hybrid,Closed Loop,21.99,106,1095,210.4,14,4.1312,No,0.51791,0.03696,2.0818,0.05889,0.93,Increase recycled content in feedstock
Steel,Direct Reduced Iron (DRI),2019,Peru,Infrastructure,Coal Grid,Rail,1277.6,2.0802,17.726,86.59,7.53,57.81,0.0077,90.85,48.2,5,0.86,62.82,0.822,Urban Mining,Medium,0.35674,Primary,Manufacturing,1.4487,0.6315,Conventional,Open Loop,-9.48,1.9,426,372.8,20,6.9708,Partial,0.00804,0.04986,0.6868,0.10814,0.62,Increase recycled content in feedstock
Copper,Primary - Low Grade Ore,2023,China,EV Motors,Mixed Grid (EU),Pipeline,924.5,1.7667,68.001,65.7,7.15,345.73,0.0038,64.12,51.1,3,7.48,45.91,0.877,Incineration,Low,0.25975,Primary,Manufacturing,1.092,0.6747,Conventional,Linear,44.79,3.2,1020,487.8,1,2.8096,No,0.00464,0.01612,0.6147,0.11557,0.99,Increase recycled content in feedstock
Lithium,Clay Mining,2011,Europe,Grid Storage,Mixed Grid (Global Avg),Combined (Road+Sea),2443.6,9.6082,98.433,3.55,7.63,2432.85,0.0101,24.28,12.5,2,77.87,11.55,0.615,Remanufacturing,Medium,0.69742,Primary,Extraction,6.8826,2.7256,Hybrid,Closed Loop,-20.1,8.0,719,411.1,37,3.7773,Partial,0.0092,0.03079,0.2045,0.14725,0.71,Increase recycled content in feedstock
Gallium,Primary - Zinc Byproduct,2021,Indonesia,5G Semiconductors,Hydro-dominated Grid,Sea Freight,3260.8,148.8973,10357.435,20.56,4.01,3819.58,0.6836,19.09,6.6,3,229.88,15.97,0.884,Reuse,Very High,0.30938,Primary,Extraction,97.2635,51.6338,Hybrid,Closed Loop,71.91,530,879,187.3,25,8.2821,No,0.66551,0.03906,0.0977,0.08904,0.82,Increase recycled content in feedstock
Zinc,Primary - Low Grade Ore,2012,Central Asia,Chemicals,Mixed Grid (Global Avg),Air Freight,3180.1,2.4814,60.513,72.76,1.48,212.26,0.0103,68.71,22.4,3,2.99,48.62,0.556,Open Loop Recycling,Medium,0.33273,Primary,Use,1.7353,0.7461,Conventional,Open Loop,19.95,3.1,999,112.4,7,3.1164,Partial,0.0114,0.02442,2.0522,0.01844,0.95,Increase recycled content in feedstock
Rare Earths,Primary - Bastnasite (China),2011,Chile,EV Motors,Natural Gas Grid,Road,109.0,36.3441,481.454,1.92,5.1,9564.24,0.0653,15.4,17.4,1,52.34,7.06,0.599,Incineration,High,0.01718,Primary,End-of-Life,24.7174,11.6267,Conventional,Linear,-21.15,30.0,1518,231.2,12,5.2797,No,0.05376,0.0131,2.1065,0.05594,0.8,Increase recycled content in feedstock
Lithium,Clay Mining,2024,Indonesia,EV Batteries,Mixed Grid (EU),Pipeline,938.8,3.1918,90.305,1.66,2.26,3220.08,0.0196,41.65,5.9,1,27.88,14.28,0.569,Urban Mining,Medium,0.22313,Primary,Manufacturing,1.7822,1.4096,Conventional,Open Loop,60.1,8.0,1187,429.4,43,4.1698,Yes,0.0231,0.00837,2.4892,0.09301,0.58,Increase recycled content in feedstock
Germanium,Primary - Coal Fly Ash,2022,Brazil,Semiconductors,Hydro-dominated Grid,Combined (Road+Sea),3200.8,408.695,14265.916,33.21,1.69,11277.7,1.3896,29.23,17.0,2,1317.59,22.23,0.802,Landfill,Very High,0.6517,Primary,End-of-Life,291.8326,116.8624,Conventional,Linear,68.07,1280,1126,110.4,40,3.665,No,1.13757,0.01807,0.9244,0.0131,0.9,Increase recycled content in feedstock
Lithium,Hard Rock Mining (Spodumene),2010,India,Grid Storage,Mixed Grid (Global Avg),Road,319.2,10.0463,125.812,2.01,1.29,2125.8,0.0198,38.59,6.1,3,63.14,14.79,0.909,Urban Mining,High,0.01914,Primary,Processing,7.2213,2.825,Conventional,Open Loop,-25.58,8.0,442,30.2,8,3.1917,No,0.01673,0.04728,1.2155,0.0267,0.92,Increase recycled content in feedstock
Silver,Primary Mining (Lead-Zinc Byproduct),2017,Philippines,Photography,Mixed Grid (Global Avg),Rail,878.7,72.6137,1780.402,72.98,7.41,2262.2,0.4162,70.07,26.1,5,802.09,51.8,0.935,Open Loop Recycling,High,0.08606,Primary,Extraction,50.389,22.2247,Conventional,Open Loop,31.5,106,478,276.5,40,7.1329,No,0.42093,0.00029,1.4069,0.06846,0.57,Increase recycled content in feedstock
Titanium,Kroll Process (Rutile),2022,Russia,Chemical Processing,Mixed Grid (EU),Air Freight,2992.0,23.3255,315.229,30.7,6.12,492.01,0.0497,26.41,23.9,3,12.3,22.14,0.569,Landfill,High,0.66926,Primary,Processing,16.7004,6.6251,Conventional,Linear,33.36,35,626,376.0,7,8.3272,Yes,0.04584,0.04232,0.006,0.05402,0.73,Increase recycled content in feedstock
Silver,Secondary - Photography,2021,Indonesia,Jewellery,Hydro-dominated Grid,Air Freight,3676.9,7.5682,261.872,75.45,46.3,327.29,0.0689,73.93,23.2,3,765.67,60.1,0.871,Incineration,Medium,0.8544,Secondary,Use,4.6716,2.8966,Hybrid,Linear,92.86,106,536,481.9,43,4.8545,No,0.05803,0.04453,1.505,0.06752,0.77,Transition to closed-loop recycling pathway
Titanium,Kroll Process (Rutile),2019,Canada,Marine,Coal Grid,Rail,1384.1,38.4047,372.049,21.65,2.84,680.39,0.0545,20.33,27.1,2,16.48,15.74,0.877,Urban Mining,High,0.40115,Primary,Processing,25.5906,12.8141,Conventional,Open Loop,-9.73,35,998,218.6,5,5.0266,No,0.04424,0.04494,2.2555,0.14818,0.99,Increase recycled content in feedstock
Aluminium,Secondary - Recycled Scrap,2019,Chile,Aerospace,Mixed Grid (Global Avg),Combined (Road+Sea),1367.2,0.8551,11.997,73.63,37.36,173.78,0.0066,79.18,37.4,5,1.85,60.75,0.617,Remanufacturing,Low,0.33167,Secondary,Manufacturing,0.6371,0.218,Circular,Closed Loop,92.56,11.5,433,39.2,16,7.6789,No,0.0085,0.01831,0.4154,0.09227,0.64,Reduce material losses in processing
Copper,Secondary - Recycled,2022,Brazil,Electronics,Mixed Grid (EU),Pipeline,465.6,0.6161,14.476,60.1,37.94,57.81,0.0011,71.18,44.8,3,8.4,52.23,0.767,Landfill,Low,0.11491,Secondary,End-of-Life,0.3701,0.246,Hybrid,Linear,80.75,3.2,868,358.1,5,4.2746,No,0.00092,0.04668,0.9446,0.03287,0.77,Implement end-of-life collection and recycling programme
Nickel,Primary - Laterite (HPAL),2010,Mexico,EV Batteries,Mixed Grid (EU),Road,460.7,15.0552,133.675,71.86,3.88,443.25,0.0171,73.63,13.0,3,12.56,50.27,0.955,Closed Loop Recycling,High,0.02325,Primary,End-of-Life,9.4365,5.6187,Hybrid,Closed Loop,-15.81,13.0,1205,492.3,32,7.5836,No,0.0157,0.00437,2.1132,0.07167,0.92,Increase recycled content in feedstock
Zinc,Primary - Roast-Leach-Electrowin,2019,Middle East,Die Casting,Mixed Grid (India),Sea Freight,6773.1,4.5884,51.682,73.02,6.72,144.76,0.0126,69.33,26.3,3,3.42,49.95,0.741,Closed Loop Recycling,Medium,1.77146,Primary,Extraction,2.7971,1.7913,Hybrid,Closed Loop,-48.01,3.1,853,82.3,6,3.8329,Yes,0.01138,0.01651,0.4343,0.09205,0.64,Optimise production process efficiency
Lithium,Hard Rock Mining (Spodumene),2010,Russia,Grid Storage,Hydro-dominated Grid,Sea Freight,3031.4,2.764,99.831,0.6,9.81,2160.47,0.006,36.59,10.0,1,53.61,13.9,0.771,Urban Mining,Medium,0.54478,Primary,Use,2.0592,0.7048,Conventional,Open Loop,65.45,8.0,584,26.0,6,0.0215,Partial,0.00533,0.02474,0.8134,0.03362,0.59,Increase recycled content in feedstock
Steel,Blast Furnace - BOF,2018,Middle East,Appliances,Mixed Grid (India),Sea Freight,6823.8,4.3896,20.895,87.51,2.17,35.52,0.0052,85.62,37.3,5,1.11,60.5,0.701,Landfill,Medium,2.00972,Primary,End-of-Life,2.4497,1.9399,Conventional,Linear,-131.03,1.9,1388,132.8,44,6.5804,Yes,0.00476,0.03946,2.0867,0.05119,0.74,Optimise production process efficiency
Chromium,Primary - Ferrochrome (Kazakhstan),2016,Canada,Superalloys,Mixed Grid (China),Air Freight,681.9,10.9195,172.473,26.19,3.49,199.92,0.0126,32.23,18.6,2,12.99,21.03,0.603,Landfill,High,0.0793,Primary,Extraction,6.982,3.9375,Conventional,Linear,12.64,12.5,873,339.3,25,8.1436,No,0.01154,0.03679,1.2175,0.00529,0.98,Increase recycled content in feedstock
Tin,Primary - Hard Rock Mining,2010,India,Tinplate,Nuclear Grid,Air Freight,4217.0,2.94,181.818,68.53,0.99,415.89,0.0254,59.45,19.6,4,26.3,45.02,0.975,Remanufacturing,Medium,0.67017,Primary,End-of-Life,1.9421,0.9979,Hybrid,Closed Loop,81.62,16.0,1148,170.1,26,1.248,No,0.02673,0.00382,0.3904,0.12802,0.66,Increase recycled content in feedstock
Aluminium,Primary - Bauxite Mining (Low Grade),2019,Peru,Packaging,Coal Grid,Pipeline,346.7,9.6003,198.99,70.9,4.95,1390.19,0.0889,73.75,27.7,5,2.89,51.68,0.722,Open Loop Recycling,Medium,0.1012,Primary,Manufacturing,6.1812,3.4191,Conventional,Open Loop,16.52,11.5,488,120.1,44,0.8863,No,0.09208,0.0475,0.4616,0.07449,0.68,Increase recycled content in feedstock
Chromium,Primary - Ferrochrome (Kazakhstan),2022,Mexico,Surface Coating,Natural Gas Grid,Rail,1527.2,8.0874,105.54,37.52,8.4,213.42,0.0349,22.69,26.9,2,12.95,23.12,0.979,Reuse,Medium,0.28517,Primary,Manufacturing,5.8398,2.2476,Hybrid,Closed Loop,35.3,12.5,795,49.8,16,3.1259,Partial,0.03339,0.02825,1.8244,0.07705,0.58,Increase recycled content in feedstock
Tin,Primary - Hard Rock Mining,2017,Philippines,Bronze Alloys,Mixed Grid (Global Avg),Road,432.2,15.3005,142.483,65.2,7.84,446.42,0.0454,64.82,16.5,3,28.44,46.08,0.781,Incineration,High,0.06201,Primary,Extraction,10.4579,4.8426,Conventional,Linear,4.37,16.0,773,278.4,8,8.4792,No,0.05853,0.02752,0.4109,0.02013,0.66,Increase recycled content in feedstock
Manganese,Secondary - Steel Scrap Byproduct,2021,Europe,EV Batteries,Mixed Grid (China),Combined (Road+Sea),3502.5,0.8868,8.469,49.69,15.95,78.61,0.0005,48.27,13.4,3,2.46,37.31,0.82,Remanufacturing,Low,0.52097,Secondary,End-of-Life,0.5705,0.3163,Circular,Closed Loop,31.78,1.3,337,278.7,43,2.2837,No,0.00046,0.02956,0.2649,0.10504,0.73,Maintain current circular practices; explore renewable energy
Platinum,Secondary - Autocatalyst Recycling,2024,Chile,Electronics,Coal Grid,Road,208.6,1165.186,14891.346,65.21,25.13,5808.61,0.6611,68.96,48.1,4,36754.28,51.54,0.594,Closed Loop Recycling,Very High,0.05571,Secondary,End-of-Life,778.9842,386.2018,Circular,Closed Loop,90.83,12700,455,338.5,45,6.3574,No,0.54433,0.03572,1.0176,0.02051,0.6,Reduce material losses in processing
Magnesium,Secondary - Die-Cast Recycling,2019,Central Asia,Aerospace,Renewable Grid,Rail,666.8,0.291,21.55,44.54,29.23,126.59,0.0082,47.24,17.9,3,2.66,37.86,0.561,Closed Loop Recycling,Low,0.10322,Secondary,Manufacturing,0.1864,0.1046,Circular,Closed Loop,97.92,14.0,316,334.3,8,1.087,No,0.01012,0.04689,1.5646,0.10025,0.88,Reduce material losses in processing
Gallium,Primary - Aluminium Byproduct,2022,Peru,5G Semiconductors,Mixed Grid (China),Pipeline,129.2,528.9957,5573.937,16.47,2.54,4517.47,0.6018,12.57,14.8,3,211.54,12.29,0.929,Remanufacturing,Very High,0.03473,Primary,Manufacturing,346.4037,182.592,Hybrid,Closed Loop,0.19,530,634,470.7,13,7.9161,No,0.54152,0.04067,1.0751,0.14497,0.61,Increase recycled content in feedstock
Rare Earths,Primary - Monazite,2014,Peru,Catalysts,Hydro-dominated Grid,Pipeline,807.0,5.1756,300.968,0.93,1.85,9772.05,0.0559,19.36,17.3,2,99.39,8.0,0.743,Open Loop Recycling,Medium,0.18829,Primary,Manufacturing,3.3601,1.8155,Conventional,Open Loop,82.75,30.0,701,489.3,16,6.6336,Partial,0.05446,0.02704,0.0756,0.12581,0.83,Increase recycled content in feedstock
Nickel,Primary - Sulphide Ore,2010,Global Average,Stainless Steel,Hydro-dominated Grid,Rail,1309.8,4.443,149.756,60.55,6.85,424.39,0.0101,57.55,17.9,3,14.48,42.08,0.57,Incineration,Medium,0.15237,Primary,Processing,3.1143,1.3287,Conventional,Linear,65.82,13.0,632,235.1,23,2.287,Partial,0.00962,0.03244,0.3468,0.05411,0.94,Increase recycled content in feedstock
Titanium,Kroll Process (Ilmenite),2021,Zambia,Marine,Mixed Grid (EU),Rail,1622.4,26.2074,353.505,28.17,3.97,448.72,0.0647,31.24,21.8,3,14.16,22.28,0.714,Open Loop Recycling,High,0.21167,Primary,Processing,16.2459,9.9615,Conventional,Open Loop,25.12,35,436,100.2,12,4.8066,No,0.06611,0.01532,0.466,0.07526,0.87,Increase recycled content in feedstock
Lithium,Brine Extraction,2015,Peru,EV Batteries,Renewable Grid,Combined (Road+Sea),2502.6,1.537,159.696,2.25,1.59,4044.93,0.0206,39.34,5.6,3,33.16,15.16,0.761,Landfill,Low,0.44526,Primary,Use,0.901,0.636,Conventional,Linear,80.79,8.0,1475,79.1,6,3.6572,No,0.02177,0.00201,2.3627,0.09364,0.87,Increase recycled content in feedstock
